#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"E.coli and Shigella","AZ-TG73715","""AZ-TG73715"",""SRS653131""",,"PDT000034472.2","2014-07-02T23:04:32Z","USA:CA","skinless boneless chicken breast","environmental/other",,,,"SAMN02628682","GCA_012832555.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE,tet(B)=PARTIAL",
"E.coli and Shigella","AZ-TG71271","""AZ-TG71271"",""SRS653145""",,"PDT000034480.2","2014-07-02T23:04:34Z","USA:CA","packaged chicken","environmental/other",,,,"SAMN02463240","GCA_012832735.1","aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(C)=COMPLETE",
"E.coli and Shigella","AZ-TG71275","""AZ-TG71275"",""SRS653146""",,"PDT000034481.2","2014-07-02T23:04:34Z","USA:CA","packaged turkey","environmental/other",,,,"SAMN02463241","GCA_012831155.1","aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","AZ-TG71279","""AZ-TG71279"",""SRS653148""",,"PDT000034483.2","2014-07-02T23:04:34Z","USA:CA","packaged chicken","environmental/other",,,,"SAMN02463242","GCA_012832715.1","aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","AZ-TG71227","""AZ-TG71227"",""SRS653160""",,"PDT000034493.2","2014-07-02T23:04:36Z","USA:CA","packaged chicken","environmental/other",,,,"SAMN02463229","GCA_012832455.1","aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","AZ-TG71223","""AZ-TG71223"",""SRS653165""",,"PDT000034496.2","2014-07-02T23:04:37Z","USA:CA","ground beef","environmental/other",,,,"SAMN02463228","GCA_012832495.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG71295","""AZ-TG71295"",""SRS653179""",,"PDT000034508.2","2014-07-02T23:04:39Z","USA:CA","ground beef","environmental/other",,,,"SAMN02463246","GCA_012831975.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(B)=COMPLETE",
"E.coli and Shigella","AZ-TG71243","""AZ-TG71243"",""SRS653191""",,"PDT000034517.2","2014-07-02T23:04:41Z","USA:CA","packaged chicken","environmental/other",,,,"SAMN02463233","GCA_012832235.1","aac(3)-VIa=COMPLETE,aadA1=COMPLETE,aadA1=MISTRANSLATION,aadA1=PARTIAL_END_OF_CONTIG,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","AZ-TG71247","""AZ-TG71247"",""SRS653192""",,"PDT000034518.3","2014-07-02T23:04:41Z","USA:CA","ground beef","environmental/other",,,,"SAMN02463234","GCA_012832295.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(B)=COMPLETE",
"E.coli and Shigella","AZ-TG71239","""AZ-TG71239"",""SRS653196""",,"PDT000034520.2","2014-07-02T23:04:42Z","USA:CA","pork","environmental/other",,,,"SAMN02463232","GCA_012832275.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","FSIS1400368","""CFSAN027216"",""FSIS1400368"",""SRS781607""","O157:H7","PDT000044914.3","2014-12-06T15:07:42Z","USA:CA","comminuted beef","environmental/other",,,,"SAMN03216750","GCA_012828895.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=MISTRANSLATION",
"E.coli and Shigella","RM9387","""RM9387""",,"PDT000045929.1","2014-12-15T14:52:46Z","USA: California","Cow feces","environmental/other",,,,"SAMN03264844","GCA_000801165.1","acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","AZ-TG71255","""AZ-TG71255"",""SRS914991""",,"PDT000060666.2","2015-04-21T00:12:55Z","USA:CA","pork","environmental/other",,,,"SAMN02463236","GCA_012824075.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","AZ-TG71291","""AZ-TG71291"",""SRS915026""",,"PDT000060709.2","2015-04-21T01:12:03Z","USA:CA","ground beef","environmental/other",,,,"SAMN02463245","GCA_012824155.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(C)=COMPLETE",
"E.coli and Shigella","AZ-TG71259","""AZ-TG71259"",""SRS915059""",,"PDT000060734.2","2015-04-21T01:12:04Z","USA:CA","packaged turkey","environmental/other",,,,"SAMN02463237","GCA_020387595.1","aadA1=COMPLETE,acrF=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,blaEC=MISTRANSLATION,glpT_E448K=POINT,mdtM=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","AZ-TG71251","""AZ-TG71251"",""SRS915087""",,"PDT000060762.2","2015-04-21T01:12:05Z","USA:CA","ground beef","environmental/other",,,,"SAMN02463235","GCA_012822195.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG71319","""AZ-TG71319"",""SRS955985""",,"PDT000066400.2","2015-06-06T15:13:24Z","USA:CA","packaged chicken","environmental/other",,,,"SAMN02463252","GCA_012812195.1","acrF=COMPLETE,ampC_C-42T=POINT,blaCMY-2=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",
"E.coli and Shigella","AZ-TG71303","""AZ-TG71303"",""SRS955990""",,"PDT000066403.2","2015-06-06T15:13:25Z","USA:CA","pork","environmental/other",,,,"SAMN02463248","GCA_012811215.1","abc-f=HMM,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-IIa=COMPLETE,aph(6)-Ic=PARTIAL,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","AZ-TG71299","""AZ-TG71299"",""SRS955993""",,"PDT000066406.2","2015-06-06T15:13:25Z","USA:CA","ground beef","environmental/other",,,,"SAMN02463247","GCA_012812115.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","FSIS1500928","""FSIS1500928"",""SRS1010402""","O26","PDT000072732.4","2015-07-24T14:09:58Z","USA:CA","product-raw-intact-beef","environmental/other",,,,"SAMN03921934","GCA_012806535.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1500641","""FSIS1500641"",""SRS1010431""","O26","PDT000072755.3","2015-07-24T14:09:59Z","USA:CA","Animal-Calf-Bob Veal","environmental/other",,,,"SAMN03921981","GCA_020385895.1","acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1500800","""FSIS1500800"",""SRS1014972""","O157:H7","PDT000076983.3","2015-07-28T19:09:55Z","USA:CA","comminuted beef","environmental/other",,,,"SAMN03940274","GCA_012805755.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","MOD1-EC1270","""CFSAN036466"",""EC1270"",""MOD1-EC1270"",""SRS1039521""","O157:H7","PDT000081601.3","2015-08-19T02:10:54Z","USA:CA",,"environmental/other",,,,"SAMN03952740","GCA_012804315.1","acrF=MISTRANSLATION,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","MOD1-EC1265","""CFSAN036465"",""EC1265"",""MOD1-EC1265"",""SRS1039527""","O157:H7","PDT000081607.3","2015-08-19T02:10:54Z","USA:CA","bovine","environmental/other",,,,"SAMN03952739","GCA_012804355.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1500776","""FSIS1500776"",""SRS1046691""","O157","PDT000082283.3","2015-08-27T21:10:03Z","USA:CA","comminuted beef","environmental/other",,,,"SAMN04014674","GCA_012802895.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1500777","""FSIS1500777"",""SRS1054369""","O157","PDT000082653.3","2015-09-03T16:10:39Z","USA:CA","comminuted beef","environmental/other",,,,"SAMN04027107","GCA_012802935.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","UCD-JA09","""Escherichia coli UCD-JA09"",""UCD-JA09""",,"PDT000086320.1","2015-10-05T19:02:16Z","USA: Sacramento, CA",,"clinical",,,,"SAMN04054009","GCA_001306575.1","acrF=COMPLETE,blaEC-5=COMPLETE,blaTEM-1=COMPLETE,glpT_E448K=POINT,pmrB_E123D=POINT",
"E.coli and Shigella","UCD-JA19","""Escherichia coli UCD-JA19"",""UCD-JA19""",,"PDT000086321.1","2015-10-05T19:02:31Z","USA: Sacramento, CA",,"clinical",,,,"SAMN04054193","GCA_001306585.1","aadA1=PARTIAL,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaOXA-9=COMPLETE,blaTEM-1=COMPLETE,dfrA19=COMPLETE,glpT_E448K=POINT,marR_S3N=POINT,pmrB_E123D=POINT,sul1=COMPLETE",
"E.coli and Shigella","UCD-JA33","""Escherichia coli UCD-JA33"",""UCD-JA33""",,"PDT000086322.1","2015-10-05T19:02:36Z","USA: Sacramento, CA",,"clinical",,,,"SAMN04054196","GCA_001306605.1","aac(3)-IIe=COMPLETE,aac(6')-Ib-cr=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,pmrB_E123D=POINT,ptsI_V25I=POINT,uhpT_E350Q=POINT",
"E.coli and Shigella","UCD-JA38","""Escherichia coli UCD-JA38"",""UCD-JA38""",,"PDT000086323.1","2015-10-05T19:02:44Z","USA: Sacramento, CA",,"clinical",,,,"SAMN04054198","GCA_001306635.1","acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,glpT_E448K=POINT,marR_S3N=POINT,mdtM=COMPLETE",
"E.coli and Shigella","UCD-JA30","""Escherichia coli UCD-JA30"",""UCD-JA30""",,"PDT000086325.1","2015-10-05T19:03:12Z","USA: Sacramento, CA",,"clinical",,,,"SAMN04054195","GCA_001306685.1","acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,pmrB_E123D=POINT",
"E.coli and Shigella","UCD-JA18","""Escherichia coli UCD-JA18"",""UCD-JA18""",,"PDT000086326.1","2015-10-05T19:03:18Z","USA: Sacramento, CA",,"clinical",,,,"SAMN04054192","GCA_001306675.1","aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","UCD-JA37","""Escherichia coli UCD-JA37"",""UCD-JA37""",,"PDT000086327.1","2015-10-05T19:03:27Z","USA: Sacramento, CA",,"clinical",,,,"SAMN04054197","GCA_001306715.1","aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM=MISTRANSLATION,dfrA1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_A108V=POINT,parC_S80I=POINT,sat2=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","FSIS 210069733","""FSIS 210069733"",""SRS1186966""",,"PDT000095683.2","2015-12-03T17:20:26Z","USA:CA","animal-swine-sow","environmental/other",,,,"SAMN04293288",,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","FSIS 210133202","""FSIS 210133202"",""SRS1186947""",,"PDT000095703.2","2015-12-03T17:20:27Z","USA:CA","animal-swine-market swine","environmental/other",,,,"SAMN04293308",,"aac(3)-IId=COMPLETE,aadA12=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul1=COMPLETE,sul1=PARTIAL,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","FSIS 210133217","""FSIS 210133217"",""SRS1186941""",,"PDT000095707.2","2015-12-03T17:20:27Z","USA:CA","animal-cattle-dairy cow","environmental/other",,,,"SAMN04293312",,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",
"E.coli and Shigella","FSIS 210115780","""FSIS 210115780"",""SRS1186871""",,"PDT000095777.2","2015-12-03T17:20:30Z","USA:CA","Animal-Turkey-Young Turkey","environmental/other",,,,"SAMN04293383",,"aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sat2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","FSIS 210117360","""FSIS 210117360"",""SRS1186862""",,"PDT000095788.2","2015-12-03T17:20:31Z","USA:CA","animal-cattle-heifer","environmental/other",,,,"SAMN04293394",,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",
"E.coli and Shigella","CFSAN045091","""CFSAN045091"",""SRS1267511""",,"PDT000103570.3","2016-01-28T21:23:07Z","USA:CA","leafy green","environmental/other",,,,"SAMN04422332","GCA_012730655.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045094","""CFSAN045094"",""SRS1267517""",,"PDT000103573.3","2016-01-28T21:23:07Z","USA:CA","leafy green","environmental/other",,,,"SAMN04422335","GCA_012730755.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045099","""CFSAN045099"",""SRS1267543""",,"PDT000103578.2","2016-01-28T21:23:07Z","USA:CA","leafy green","environmental/other",,,,"SAMN04422340","GCA_012730595.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045100","""CFSAN045100"",""SRS1267542""",,"PDT000103579.3","2016-01-28T21:23:07Z","USA:CA","leafy green","environmental/other",,,,"SAMN04422341","GCA_012730315.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045103","""CFSAN045103"",""SRS1267549""",,"PDT000103582.2","2016-01-28T21:23:08Z","USA:CA","leafy green","environmental/other",,,,"SAMN04422344","GCA_012727375.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045107","""CFSAN045107"",""SRS1267555""",,"PDT000103586.3","2016-01-28T21:23:08Z","USA:CA","lettuce","environmental/other",,,,"SAMN04422349","GCA_012727295.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=MISTRANSLATION",
"E.coli and Shigella","CFSAN045109","""CFSAN045109"",""SRS1267553""",,"PDT000103588.3","2016-01-28T21:23:08Z","USA:CA","romaine lettuce","environmental/other",,,,"SAMN04422351","GCA_012727255.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045073","""CFSAN045073"",""SRS1267559""",,"PDT000103593.2","2016-01-28T21:23:08Z","USA:CA","meat","environmental/other",,,,"SAMN04422314","GCA_012727155.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045074","""CFSAN045074"",""SRS1267558""",,"PDT000103594.3","2016-01-28T21:23:08Z","USA:CA","spinach","environmental/other",,,,"SAMN04422315","GCA_012730395.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045078","""CFSAN045078"",""SRS1267565""",,"PDT000103598.2","2016-01-28T23:22:02Z","USA:CA","spinach","environmental/other",,,,"SAMN04422319","GCA_012731355.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(C)=COMPLETE",
"E.coli and Shigella","CFSAN045084","""CFSAN045084"",""SRS1267569""",,"PDT000103604.3","2016-01-28T23:22:03Z","USA:CA","romaine lettuce","environmental/other",,,,"SAMN04422325","GCA_012730155.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045086","""CFSAN045086"",""SRS1267567""",,"PDT000103606.3","2016-01-28T23:22:03Z","USA:CA","romaine lettuce","environmental/other",,,,"SAMN04422327","GCA_012730495.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045115","""CFSAN045115"",""SRS1269633""",,"PDT000104578.2","2016-02-03T06:25:15Z","USA:CA","romaine lettuce","environmental/other",,,,"SAMN04422357","GCA_012740655.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN045209","""CFSAN045209"",""SRS1271178""",,"PDT000104682.2","2016-02-03T06:25:19Z","USA:CA","brussel sprout","environmental/other",,,,"SAMN04429914","GCA_012718755.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","CFSAN045210","""CFSAN045210"",""SRS1271177""",,"PDT000104683.2","2016-02-03T06:25:19Z","USA:CA","brussel sprout","environmental/other",,,,"SAMN04429915","GCA_012718715.1","acrF=PARTIAL,blaEC-5=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","CFSAN045236","""CFSAN045236"",""SRS1276883""",,"PDT000105656.4","2016-02-08T16:25:57Z","USA:CA","romaine lettuce","environmental/other",,,,"SAMN04429941","GCA_012725015.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-4","""AZ-TG-WWTP-4"",""CFSAN045913"",""SRS1296727""",,"PDT000107235.2","2016-02-17T02:23:56Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04480770","GCA_012723055.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-5","""AZ-TG-WWTP-5"",""CFSAN045914"",""SRS1296753""",,"PDT000107236.2","2016-02-17T02:23:56Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04480771","GCA_020382625.1","blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-6","""AZ-TG-WWTP-6"",""CFSAN045915"",""SRS1296754""",,"PDT000107237.2","2016-02-17T02:23:56Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04480772","GCA_012723195.1","acrF=COMPLETE,blaEC=COMPLETE,gyrA_S83L=POINT,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-8","""AZ-TG-WWTP-8"",""CFSAN045917"",""SRS1296764""",,"PDT000107239.2","2016-02-17T02:23:56Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04480774","GCA_012723695.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-1-2","""AZ-TG-WWTP-1-2"",""CFSAN045920"",""SRS1296769""",,"PDT000107242.2","2016-02-17T02:23:57Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04480777","GCA_012726015.1","acrF=COMPLETE,blaEC=COMPLETE,gyrA_S83L=POINT,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-2-2","""AZ-TG-WWTP-2-2"",""CFSAN045921"",""SRS1296768""",,"PDT000107243.2","2016-02-17T02:23:57Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04480778","GCA_012723875.1","acrF=COMPLETE,ant(3'')=HMM,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA15=COMPLETE,mdtM=COMPLETE,nfsA_R203C=POINT,sul1=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-3-2","""AZ-TG-WWTP-3-2"",""CFSAN045922"",""SRS1296767""",,"PDT000107244.2","2016-02-17T02:23:57Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04480779","GCA_012723915.1","acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-5-2","""AZ-TG-WWTP-5-2"",""CFSAN046594"",""SRS1300675""",,"PDT000107787.2","2016-02-19T16:24:28Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04497704","GCA_012739605.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","AZ-TG-WWTP-INF-2","""AZ-TG-WWTP-INF-2"",""CFSAN046596"",""SRS1300673""",,"PDT000107789.2","2016-02-19T16:24:28Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04497706","GCA_012739575.1","acrF=COMPLETE,blaEC=PARTIAL,gyrA_S83L=POINT,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-INF-3","""AZ-TG-WWTP-INF-3"",""CFSAN046597"",""SRS1300672""",,"PDT000107790.2","2016-02-19T16:24:28Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04497707","GCA_012739495.1","acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT",
"E.coli and Shigella","AZ-TG-WWTP-INF-4","""AZ-TG-WWTP-INF-4"",""CFSAN046598"",""SRS1300671""",,"PDT000107791.2","2016-02-19T16:24:28Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04497708","GCA_012739255.1","acrF=COMPLETE,blaEC=COMPLETE,gyrA_S83L=POINT,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-INF-5","""AZ-TG-WWTP-INF-5"",""CFSAN046599"",""SRS1300677""",,"PDT000107792.2","2016-02-19T16:24:28Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04497709","GCA_012739315.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA8=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-INF-6","""AZ-TG-WWTP-INF-6"",""CFSAN046600"",""SRS1300678""",,"PDT000107793.2","2016-02-19T16:24:28Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04497710","GCA_012739035.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,parC_S57T=POINT,uhpT_E350Q=POINT",
"E.coli and Shigella","AZ-TG-WWTP-INF-8","""AZ-TG-WWTP-INF-8"",""CFSAN046602"",""SRS1300682""",,"PDT000107795.2","2016-02-19T16:24:28Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04497712","GCA_012739275.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","AZ-TG-WWTP-INF-10","""AZ-TG-WWTP-INF-10"",""CFSAN046604"",""SRS1300680""",,"PDT000107797.2","2016-02-19T16:24:28Z","USA:CA","untreated waste water","environmental/other",,,,"SAMN04497714","GCA_012739355.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","NMSU-00198","""CFSAN037030"",""NMSU-00198"",""SEA13C08"",""SRS1336654""","O26:H11","PDT000113670.4","2016-08-15T15:18:32Z","USA:CA",,"environmental/other",,,,"SAMN03997212","GCA_012767735.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","NMSU-00201","""CFSAN037033"",""NMSU-00201"",""SEA13C07"",""SRS1336657""","O26:H11","PDT000113673.3","2016-03-11T20:25:29Z","USA:CA",,"environmental/other",,,,"SAMN03997215","GCA_012762435.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1606137","""FSIS1606137"",""SRS1380556""",,"PDT000123491.3","2016-04-08T15:13:29Z","USA:CA","comminuted beef","environmental/other",,,,"SAMN04621603","GCA_012708745.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1500900","""FSIS1500900"",""SRS1404773""",,"PDT000126001.3","2016-04-20T16:13:16Z","USA:CA","Animal-Calf-Bob Veal","environmental/other",,,,"SAMN04870285","GCA_012688505.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","FSIS1502623","""FSIS1502623"",""SRS1412180""",,"PDT000127408.3","2016-04-26T16:13:23Z","USA:CA","Animal-Calf-Bob Veal","environmental/other",,,,"SAMN04901716","GCA_016579375.1","aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,dfrA12=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
